batman,bowler,0,1,2,3,4,6,notout,balls
DA Warner,BA Stokes,0.5,1,1,1,1,1,0.875,8
MC Henriques,Imran Tahir,0.375,0.75,1,1,1,1,0.875,8
RA Tripathi,Mohammed Siraj,0.5,0.625,0.75,0.75,0.875,1,1,8
SPD Smith,S Kaul,0.25,0.875,1,1,1,1,0.875,8
BA Stokes,S Kaul,0.125,0.5,0.75,0.75,1,1,1,8
HM Amla,SS Agarwal,0.25,0.75,0.75,0.75,1,1,0.875,8
Mandeep Singh,UT Yadav,0.625,0.875,0.875,0.875,1,1,0.875,8
RA Tripathi,Harbhajan Singh,0.25,0.875,0.875,1,1,1,1,8
MK Tiwary,MJ McClenaghan,0.125,0.75,0.75,0.75,0.875,1,1,8
RG Sharma,Washington Sundar,0.5,1,1,1,1,1,0.875,8
DT Christian,UT Yadav,0.75,1,1,1,1,1,0.875,8
CH Gayle,NB Singh,0.625,0.875,0.875,0.875,1,1,1,8
Ishan Kishan,S Badree,0.625,0.625,0.625,0.625,1,1,0.875,8
RV Uthappa,K Rabada,0.5,0.75,0.75,0.75,1,1,1,8
G Gambhir,CH Morris,0.375,0.75,0.875,0.875,1,1,1,8
S Dhawan,Anureet Singh,0.25,0.5,0.625,0.625,1,1,1,8
JP Faulkner,JJ Bumrah,0.25,0.75,0.875,0.875,1,1,0.75,8
JP Faulkner,KH Pandya,0.5,1,1,1,1,1,1,8
KH Pandya,JP Faulkner,0.25,0.625,0.75,0.75,1,1,1,8
KH Pandya,Basil Thampi,0.375,0.875,1,1,1,1,1,8
HM Amla,K Rabada,0.5,0.75,0.875,0.875,1,1,1,8
DA Warner,CR Woakes,0.375,0.625,0.75,0.75,0.875,1,0.875,8
KS Williamson,UT Yadav,0.625,0.75,0.875,0.875,1,1,1,8
KS Williamson,CR Woakes,0.25,0.375,0.625,0.625,1,1,1,8
DA Warner,K Rabada,0.25,0.5,0.75,0.75,1,1,1,8
SV Samson,PJ Sangwan,0.5,0.75,0.75,0.75,0.875,1,0.875,8
RR Pant,PJ Sangwan,0.375,0.5,0.5,0.5,0.75,1,0.875,8
SV Samson,Ankit Soni,0.25,0.625,0.75,0.75,0.75,1,1,8
M Vohra,P Negi,0.25,0.625,0.875,0.875,0.875,1,1,8
AR Patel,SR Watson,0.25,0.375,0.625,0.625,0.875,1,1,8
P Negi,GJ Maxwell,0.125,1,1,1,1,1,1,8
V Kohli,UT Yadav,0.625,0.875,1,1,1,1,0.875,8
Mandeep Singh,C de Grandhomme,0.25,0.75,0.875,0.875,1,1,1,8
TM Head,CR Woakes,0.25,0.75,0.875,0.875,0.875,1,1,8
C de Grandhomme,P Negi,0.375,0.75,0.875,0.875,1,1,0.875,8
SE Marsh,JP Faulkner,0,0.5,0.75,0.75,1,1,1,8
SE Marsh,Ankit Soni,0.125,0.75,0.875,0.875,1,1,1,8
DR Smith,VR Aaron,0.25,0.5,0.75,0.75,1,1,1,8
MC Henriques,SL Malinga,0.25,0.5,0.75,0.75,1,1,1,8
MJ Guptill,UT Yadav,0.375,0.625,0.875,0.875,1,1,1,8
MK Tiwary,A Mishra,0.125,0.75,0.75,0.75,0.875,1,1,8
SPD Smith,A Mishra,0.5,1,1,1,1,1,1,8
Ishan Kishan,Mohammed Siraj,0.25,0.625,0.625,0.625,0.875,1,0.875,8
DA Warner,JP Faulkner,0,0.375,0.75,0.75,1,1,1,8
V Shankar,MM Patel,0,0.75,0.875,0.875,1,1,1,8
V Shankar,RA Jadeja,0.25,1,1,1,1,1,1,8
DA Warner,Ankit Soni,0.125,0.5,0.625,0.625,1,1,1,8
SS Tiwary,AS Rajpoot,0.625,0.875,0.875,0.875,1,1,1,8
Swapnil Singh,A Zampa,0.375,1,1,1,1,1,1,8
KK Nair,Avesh Khan,0.75,0.875,0.875,0.875,1,1,1,8
KK Nair,YS Chahal,0.5,0.75,0.875,0.875,1,1,1,8
SS Iyer,YS Chahal,0.375,0.75,0.75,0.75,0.875,1,1,8
KH Pandya,PP Chawla,0.25,0.5,0.625,0.625,1,1,1,8
Mandeep Singh,A Nehra,0.2857142857,0.4285714286,0.5714285714,0.5714285714,1,1,1,7
CH Gayle,BCJ Cutting,0.8571428571,0.8571428571,0.8571428571,0.8571428571,1,1,1,7
TM Head,MC Henriques,0.1428571429,0.7142857143,0.8571428571,0.8571428571,1,1,1,7
JC Buttler,BA Stokes,0.7142857143,0.7142857143,0.7142857143,0.7142857143,0.7142857143,1,0.8571428571,7
SPD Smith,KA Pollard,0,0.4285714286,0.4285714286,0.4285714286,0.5714285714,1,1,7
KD Karthik,SP Narine,0.2857142857,0.7142857143,0.7142857143,0.7142857143,1,1,1,7
CA Lynn,SB Jakati,0.1428571429,0.8571428571,1,1,1,1,1,7
MK Tiwary,T Natarajan,0.1428571429,0.7142857143,0.7142857143,0.7142857143,0.8571428571,1,1,7
HM Amla,AB Dinda,0.5714285714,0.8571428571,0.8571428571,0.8571428571,1,1,1,7
WP Saha,BA Stokes,0.2857142857,0.7142857143,0.7142857143,0.7142857143,1,1,1,7
GJ Maxwell,RD Chahar,0.4285714286,0.7142857143,0.7142857143,0.7142857143,0.8571428571,1,1,7
GJ Maxwell,BA Stokes,0.4285714286,0.7142857143,0.7142857143,0.7142857143,0.8571428571,1,1,7
KM Jadhav,S Nadeem,0.2857142857,1,1,1,1,1,1,7
STR Binny,Z Khan,0.4285714286,0.8571428571,1,1,1,1,0.8571428571,7
SW Billings,YS Chahal,0.2857142857,0.8571428571,0.8571428571,0.8571428571,0.8571428571,1,1,7
JJ Roy,B Kumar,0.4285714286,0.5714285714,0.7142857143,0.7142857143,1,1,0.8571428571,7
KD Karthik,A Nehra,0.2857142857,0.7142857143,0.8571428571,0.8571428571,1,1,0.8571428571,7
DR Smith,BCJ Cutting,0.1428571429,0.7142857143,0.7142857143,0.7142857143,1,1,1,7
DA Warner,SK Raina,0.2857142857,0.5714285714,0.7142857143,0.7142857143,0.7142857143,1,1,7
MC Henriques,P Kumar,0.4285714286,0.4285714286,0.7142857143,0.7142857143,1,1,0.8571428571,7
MC Henriques,DS Kulkarni,0.1428571429,0.7142857143,0.7142857143,0.7142857143,1,1,1,7
G Gambhir,JJ Bumrah,0.4285714286,0.5714285714,0.7142857143,0.7142857143,1,1,1,7
KH Pandya,AS Rajpoot,0.2857142857,0.5714285714,0.5714285714,0.5714285714,1,1,0.8571428571,7
KA Pollard,Kuldeep Yadav,0.7142857143,0.8571428571,1,1,1,1,1,7
Vishnu Vinod,Sandeep Sharma,0.8571428571,1,1,1,1,1,0.8571428571,7
STR Binny,VR Aaron,0.7142857143,1,1,1,1,1,1,7
HM Amla,Iqbal Abdulla,0.2857142857,0.7142857143,0.8571428571,0.8571428571,1,1,1,7
RR Pant,R Bhatia,0,0.7142857143,0.7142857143,0.7142857143,0.7142857143,1,1,7
DA Warner,SL Malinga,0.4285714286,0.7142857143,0.7142857143,0.7142857143,1,1,1,7
DA Warner,JJ Bumrah,0.4285714286,0.8571428571,0.8571428571,0.8571428571,1,1,1,7
DA Warner,MJ McClenaghan,0.4285714286,0.7142857143,0.7142857143,0.7142857143,1,1,0.8571428571,7
Yuvraj Singh,MJ McClenaghan,0.4285714286,0.5714285714,0.8571428571,0.8571428571,1,1,1,7
PA Patel,A Nehra,0.2857142857,0.2857142857,0.4285714286,0.4285714286,1,1,1,7
N Rana,Mustafizur Rahman,0.4285714286,0.8571428571,0.8571428571,0.8571428571,0.8571428571,1,1,7
KA Pollard,Rashid Khan,0.5714285714,1,1,1,1,1,1,7
HM Amla,TA Boult,0.5714285714,0.5714285714,0.7142857143,0.7142857143,1,1,1,7
DA Miller,C de Grandhomme,0.5714285714,0.7142857143,0.7142857143,0.7142857143,0.8571428571,1,1,7
RV Uthappa,AR Patel,0.1428571429,0.5714285714,0.7142857143,0.7142857143,1,1,0.8571428571,7
KM Jadhav,MJ McClenaghan,0.1428571429,1,1,1,1,1,0.8571428571,7
AB de Villiers,MJ McClenaghan,0.4285714286,0.5714285714,0.7142857143,0.7142857143,0.8571428571,1,1,7
SPD Smith,Basil Thampi,0.5714285714,0.8571428571,0.8571428571,0.8571428571,1,1,1,7
SPD Smith,RA Jadeja,0,0.8571428571,0.8571428571,0.8571428571,1,1,1,7
MK Tiwary,AJ Tye,0.4285714286,0.8571428571,1,1,1,1,0.8571428571,7
MK Tiwary,Basil Thampi,0.5714285714,0.8571428571,0.8571428571,0.8571428571,1,1,0.8571428571,7
SP Narine,B Kumar,0.7142857143,1,1,1,1,1,0.8571428571,7
Yuvraj Singh,UT Yadav,0.7142857143,0.7142857143,0.7142857143,0.7142857143,0.8571428571,1,0.8571428571,7
SS Iyer,VR Aaron,0.2857142857,0.5714285714,0.7142857143,0.7142857143,1,1,1,7
KD Karthik,SL Malinga,0.4285714286,1,1,1,1,1,1,7
N Rana,MM Patel,0.2857142857,0.8571428571,0.8571428571,0.8571428571,1,1,1,7
N Rana,RA Jadeja,0,0.5714285714,0.7142857143,0.8571428571,1,1,1,7
KA Pollard,MM Patel,0.2857142857,0.7142857143,0.8571428571,0.8571428571,0.8571428571,1,1,7
RA Tripathi,S Badree,0.1428571429,0.8571428571,0.8571428571,0.8571428571,1,1,1,7
RA Tripathi,P Negi,0.2857142857,0.8571428571,1,1,1,1,0.7142857143,7
MS Dhoni,S Aravind,0.1428571429,0.7142857143,0.8571428571,0.8571428571,0.8571428571,1,1,7
MK Tiwary,SR Watson,0.4285714286,0.4285714286,0.4285714286,0.4285714286,0.8571428571,1,1,7
S Badree,JD Unadkat,0.8571428571,1,1,1,1,1,0.8571428571,7
SW Billings,SP Narine,0.2857142857,1,1,1,1,1,1,7
KK Nair,CR Woakes,0.2857142857,1,1,1,1,1,1,7
CH Morris,NM Coulter-Nile,0.4285714286,0.8571428571,0.8571428571,0.8571428571,1,1,0.8571428571,7
AR Patel,Mohammad Nabi,0.5714285714,0.8571428571,1,1,1,1,1,7
AJ Finch,P Negi,0.4285714286,0.7142857143,0.7142857143,0.7142857143,0.7142857143,1,0.7142857143,7
S Dhawan,Z Khan,0.1428571429,1,1,1,1,1,1,7
S Dhawan,AD Mathews,0,0.7142857143,0.8571428571,0.8571428571,0.8571428571,1,1,7
MC Henriques,CH Morris,0,0.8571428571,1,1,1,1,1,7
KK Nair,Rashid Khan,0.2857142857,0.8571428571,0.8571428571,0.8571428571,1,1,1,7
AD Mathews,B Kumar,0.1428571429,0.8571428571,1,1,1,1,1,7
JC Buttler,I Sharma,0.2857142857,0.7142857143,0.7142857143,0.7142857143,1,1,1,7
PA Patel,MM Sharma,0.1428571429,0.4285714286,0.4285714286,0.4285714286,1,1,0.8571428571,7
RV Uthappa,DS Kulkarni,0.1428571429,0.5714285714,0.5714285714,0.5714285714,0.8571428571,1,1,7
G Gambhir,RA Jadeja,0,0.8571428571,0.8571428571,0.8571428571,0.8571428571,1,1,7
RV Uthappa,Basil Thampi,0.2857142857,0.5714285714,0.5714285714,0.5714285714,0.8571428571,1,1,7
DA Warner,SN Thakur,0.2857142857,0.5714285714,0.7142857143,0.7142857143,1,1,1,7
RA Tripathi,Rashid Khan,0.2857142857,0.8571428571,0.8571428571,0.8571428571,1,1,1,7
BA Stokes,Rashid Khan,0.5714285714,1,1,1,1,1,0.8571428571,7
AR Patel,AJ Tye,0.1428571429,0.8571428571,0.8571428571,0.8571428571,1,1,1,7
SA Yadav,YS Chahal,0.4285714286,1,1,1,1,1,1,7
C de Grandhomme,YS Chahal,0.7142857143,0.8571428571,1,1,1,1,0.8571428571,7
AM Rahane,Harbhajan Singh,0.2857142857,0.8571428571,1,1,1,1,1,7
MK Tiwary,MG Johnson,0.2857142857,0.4285714286,0.5714285714,0.5714285714,1,1,0.8571428571,7
PA Patel,DT Christian,0.2857142857,1,1,1,1,1,1,7
KV Sharma,JD Unadkat,0.2857142857,0.8571428571,1,1,1,1,0.8571428571,7
RG Sharma,SN Thakur,0.2857142857,0.8571428571,0.8571428571,0.8571428571,0.8571428571,1,1,7
AM Rahane,CR Woakes,0.2857142857,0.7142857143,0.7142857143,0.7142857143,0.8571428571,1,1,7
AM Rahane,SP Narine,0.4285714286,1,1,1,1,1,0.8571428571,7
SPD Smith,PP Chawla,0.2857142857,0.8571428571,1,1,1,1,1,7
SPD Smith,SP Narine,0.1428571429,0.7142857143,0.7142857143,0.7142857143,1,1,1,7
SPD Smith,CR Woakes,0.2857142857,0.7142857143,0.8571428571,0.8571428571,0.8571428571,1,0.8571428571,7
S Aravind,AJ Tye,0.5714285714,0.8571428571,1,1,1,1,1,7
KS Williamson,AR Patel,0.1428571429,0.7142857143,0.8571428571,0.8571428571,0.8571428571,1,1,7
V Kohli,DL Chahar,0.1428571429,0.5714285714,0.5714285714,0.5714285714,1,1,1,7
RA Jadeja,KH Pandya,0.7142857143,0.8571428571,0.8571428571,0.8571428571,0.8571428571,1,0.8571428571,7
RA Jadeja,SL Malinga,0.2857142857,0.2857142857,0.8571428571,0.8571428571,1,1,1,7
AJ Tye,JJ Bumrah,0.2857142857,0.7142857143,0.7142857143,0.7142857143,1,1,1,7
PA Patel,JP Faulkner,0.4285714286,0.5714285714,0.7142857143,0.7142857143,1,1,0.8571428571,7
RG Sharma,Ankit Soni,0.7142857143,1,1,1,1,1,1,7
SV Samson,T Natarajan,1,1,1,1,1,1,1,7
KS Williamson,SP Narine,0.4285714286,1,1,1,1,1,1,7
G Gambhir,S Kaul,0.4285714286,0.7142857143,0.7142857143,0.7142857143,0.8571428571,1,0.8571428571,7
SP Jackson,Rashid Khan,0.2857142857,0.8571428571,0.8571428571,0.8571428571,1,1,1,7
TM Head,KH Pandya,0.4285714286,0.8571428571,0.8571428571,0.8571428571,1,1,0.8571428571,7
AB de Villiers,KV Sharma,0.2857142857,1,1,1,1,1,1,7
Ishan Kishan,JD Unadkat,0.2857142857,0.5714285714,0.8571428571,0.8571428571,0.8571428571,1,1,7
CJ Anderson,B Kumar,0.2857142857,0.7142857143,0.7142857143,0.7142857143,0.8571428571,1,1,7
SV Samson,RA Jadeja,0.2857142857,0.4285714286,0.7142857143,0.7142857143,0.7142857143,1,0.8571428571,7
SPD Smith,MC Henriques,0.2857142857,1,1,1,1,1,1,7
LMP Simmons,PJ Cummins,0.4285714286,0.4285714286,0.7142857143,0.7142857143,0.8571428571,1,1,7
LMP Simmons,A Mishra,0.4285714286,1,1,1,1,1,1,7
Mandeep Singh,CR Woakes,0.4285714286,0.5714285714,0.7142857143,0.7142857143,0.8571428571,1,1,7
TM Head,UT Yadav,0.2857142857,0.4285714286,0.4285714286,0.4285714286,0.7142857143,1,1,7
TM Head,PP Chawla,0.1428571429,0.7142857143,1,1,1,1,1,7
C de Grandhomme,A Choudhary,0.7142857143,0.8571428571,1,1,1,1,1,7
Ishan Kishan,Sandeep Sharma,0.2857142857,0.8571428571,0.8571428571,0.8571428571,1,1,1,7
DR Smith,MM Sharma,0.2857142857,0.5714285714,0.5714285714,0.5714285714,1,1,1,7
SK Raina,VR Aaron,0.2857142857,0.5714285714,0.7142857143,0.7142857143,1,1,1,7
N Rana,Mohammad Nabi,0.8571428571,1,1,1,1,1,1,7
RG Sharma,Mohammed Siraj,0.1428571429,0.7142857143,0.8571428571,0.8571428571,1,1,1,7
MK Pandey,R Tewatia,0.2857142857,0.8571428571,0.8571428571,0.8571428571,1,1,1,7
WP Saha,HH Pandya,0.4285714286,0.7142857143,0.7142857143,0.7142857143,0.8571428571,1,1,7
GJ Maxwell,KV Sharma,0.2857142857,0.5714285714,0.7142857143,0.7142857143,0.7142857143,1,1,7
KA Pollard,Sandeep Sharma,0.1428571429,0.4285714286,0.7142857143,0.7142857143,0.8571428571,1,1,7
KA Pollard,MM Sharma,0.4285714286,0.8571428571,0.8571428571,0.8571428571,0.8571428571,1,1,7
SPD Smith,Mohammed Shami,0.4285714286,0.7142857143,0.8571428571,0.8571428571,1,1,1,7
Ishan Kishan,B Kumar,0.4285714286,0.7142857143,0.7142857143,0.7142857143,1,1,1,7
DR Smith,Mohammed Siraj,0.5714285714,0.8571428571,0.8571428571,0.8571428571,1,1,1,7
AT Rayudu,Kuldeep Yadav,0.1428571429,0.5714285714,0.7142857143,0.7142857143,0.8571428571,1,0.8571428571,7
AT Rayudu,UT Yadav,0.2857142857,0.7142857143,0.7142857143,0.7142857143,0.8571428571,1,0.8571428571,7
YK Pathan,R Vinay Kumar,0.5714285714,0.8571428571,0.8571428571,0.8571428571,0.8571428571,1,0.8571428571,7
MK Pandey,MG Johnson,0.5714285714,1,1,1,1,1,1,7
WP Saha,SN Thakur,0.5714285714,1,1,1,1,1,1,7
SE Marsh,SN Thakur,0.7142857143,0.8571428571,0.8571428571,0.8571428571,1,1,0.8571428571,7
AM Rahane,GJ Maxwell,0.2857142857,0.7142857143,0.8571428571,0.8571428571,0.8571428571,1,1,7
V Kohli,PJ Cummins,0.4285714286,1,1,1,1,1,1,7
V Kohli,Z Khan,0.2857142857,0.8571428571,0.8571428571,0.8571428571,0.8571428571,1,0.7142857143,7
SS Iyer,SR Watson,0.5714285714,1,1,1,1,1,1,7
RR Pant,TM Head,0.1428571429,0.7142857143,0.8571428571,0.8571428571,0.8571428571,1,1,7
SS Iyer,TM Head,0.2857142857,0.4285714286,0.8571428571,0.8571428571,1,1,1,7
PA Patel,LH Ferguson,0.5714285714,0.8571428571,0.8571428571,0.8571428571,0.8571428571,1,1,7
PA Patel,UT Yadav,0.4285714286,0.5714285714,0.5714285714,0.5714285714,1,1,0.8571428571,7
RG Sharma,PP Chawla,0.1428571429,0.7142857143,0.7142857143,0.7142857143,0.8571428571,1,1,7
MG Johnson,DT Christian,0.4285714286,0.8571428571,0.8571428571,0.8571428571,0.8571428571,1,1,7
SPD Smith,MG Johnson,0.5714285714,0.8571428571,0.8571428571,0.8571428571,1,1,0.8571428571,7
S Dhawan,SR Watson,0.1666666667,0.3333333333,0.3333333333,0.3333333333,1,1,1,6
Yuvraj Singh,S Aravind,0.1666666667,0.6666666667,0.6666666667,0.6666666667,0.8333333333,1,1,6
Yuvraj Singh,TS Mills,0.3333333333,0.5,0.5,0.5,0.8333333333,1,0.8333333333,6
KA Pollard,A Zampa,0.1666666667,0.6666666667,0.6666666667,0.6666666667,0.8333333333,1,0.8333333333,6
HH Pandya,BA Stokes,0.1666666667,1,1,1,1,1,1,6
KA Pollard,BA Stokes,0.3333333333,0.8333333333,0.8333333333,0.8333333333,1,1,0.8333333333,6
SPD Smith,TG Southee,0.5,0.8333333333,1,1,1,1,1,6
BA Stokes,TG Southee,0.1666666667,0.6666666667,0.8333333333,0.8333333333,1,1,1,6
JJ Roy,TA Boult,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,1,1,6
JJ Roy,PP Chawla,0.6666666667,0.8333333333,0.8333333333,0.8333333333,1,1,0.8333333333,6
BB McCullum,Kuldeep Yadav,0.5,0.6666666667,0.6666666667,0.6666666667,0.8333333333,1,0.8333333333,6
G Gambhir,P Kumar,0.1666666667,1,1,1,1,1,1,6
CA Lynn,P Kumar,0.1666666667,0.8333333333,0.8333333333,0.8333333333,1,1,1,6
CA Lynn,MS Gony,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.8333333333,1,1,6
CA Lynn,DR Smith,0.1666666667,0.3333333333,0.3333333333,0.3333333333,0.5,1,1,6
MK Tiwary,MM Sharma,0,0.6666666667,0.6666666667,0.6666666667,0.8333333333,1,1,6
M Vohra,DT Christian,0.5,0.8333333333,0.8333333333,0.8333333333,1,1,1,6
HM Amla,RD Chahar,0.5,1,1,1,1,1,0.8333333333,6
GJ Maxwell,Imran Tahir,0.1666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,1,6
DA Miller,RD Chahar,0.5,1,1,1,1,1,1,6
DA Miller,BA Stokes,0.5,0.8333333333,0.8333333333,0.8333333333,1,1,1,6
KM Jadhav,PJ Cummins,0.5,0.8333333333,1,1,1,1,1,6
SW Billings,B Stanlake,0.3333333333,0.6666666667,0.6666666667,0.8333333333,1,1,1,6
S Nadeem,P Negi,0.8333333333,1,1,1,1,1,0.6666666667,6
A Mishra,P Negi,0.3333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,1,0.8333333333,6
SK Raina,Rashid Khan,0.5,1,1,1,1,1,0.8333333333,6
KD Karthik,Bipul Sharma,0.1666666667,1,1,1,1,1,1,6
DR Smith,Bipul Sharma,0.3333333333,1,1,1,1,1,1,6
DR Smith,B Kumar,0.3333333333,0.6666666667,0.8333333333,0.8333333333,1,1,0.8333333333,6
MC Henriques,Tejas Baroka,0,0.8333333333,1,1,1,1,1,6
DA Warner,S Kaushik,0.1666666667,1,1,1,1,1,1,6
MK Pandey,JJ Bumrah,0,0.6666666667,0.6666666667,0.6666666667,0.8333333333,1,1,6
MK Pandey,SL Malinga,0,0.6666666667,0.8333333333,0.8333333333,0.8333333333,1,1,6
PA Patel,SP Narine,0.5,0.6666666667,0.8333333333,0.8333333333,1,1,1,6
JC Buttler,SP Narine,0.5,0.6666666667,0.8333333333,0.8333333333,0.8333333333,1,1,6
PA Patel,Kuldeep Yadav,0.5,0.8333333333,0.8333333333,0.8333333333,0.8333333333,1,0.8333333333,6
N Rana,CR Woakes,0.1666666667,0.8333333333,0.8333333333,0.8333333333,1,1,1,6
KA Pollard,SP Narine,0.3333333333,0.8333333333,1,1,1,1,1,6
RR Pant,Imran Tahir,0.1666666667,0.8333333333,1,1,1,1,1,6
RR Pant,BA Stokes,0.5,1,1,1,1,1,0.8333333333,6
MA Agarwal,Z Khan,0.5,0.8333333333,1,1,1,1,0.8333333333,6
RA Tripathi,CH Morris,0.5,0.5,0.6666666667,0.6666666667,1,1,0.8333333333,6
BA Stokes,S Nadeem,0.6666666667,0.8333333333,0.8333333333,0.8333333333,1,1,1,6
A Zampa,A Mishra,0.6666666667,0.8333333333,0.8333333333,0.8333333333,1,1,0.8333333333,6
V Shankar,JJ Bumrah,0.1666666667,0.6666666667,0.8333333333,0.8333333333,1,1,1,6
V Shankar,SL Malinga,0.5,0.8333333333,1,1,1,1,0.8333333333,6
KH Pandya,Rashid Khan,0.5,0.6666666667,0.8333333333,0.8333333333,0.8333333333,1,1,6
KH Pandya,BCJ Cutting,0.3333333333,0.5,0.5,0.5,0.8333333333,1,1,6
GJ Maxwell,SP Narine,0.1666666667,0.8333333333,1,1,1,1,1,6
AB de Villiers,HH Pandya,0.1666666667,1,1,1,1,1,1,6
KM Jadhav,KH Pandya,0.1666666667,1,1,1,1,1,1,6
Mandeep Singh,MJ McClenaghan,0.5,0.6666666667,0.6666666667,0.6666666667,1,1,0.8333333333,6
PA Patel,S Badree,0.8333333333,1,1,1,1,1,0.8333333333,6
KA Pollard,S Badree,0.5,1,1,1,1,1,1,6
KH Pandya,YS Chahal,0.3333333333,0.6666666667,0.8333333333,0.8333333333,0.8333333333,1,1,6
KH Pandya,P Negi,0.1666666667,1,1,1,1,1,0.8333333333,6
RA Tripathi,Basil Thampi,0.3333333333,0.8333333333,0.8333333333,0.8333333333,1,1,1,6
Ankit Sharma,RA Jadeja,0.1666666667,0.6666666667,0.6666666667,0.6666666667,1,1,1,6
DR Smith,RD Chahar,0.5,0.5,0.6666666667,0.6666666667,1,1,1,6
KD Karthik,Imran Tahir,0.3333333333,1,1,1,1,1,0.8333333333,6
AJ Finch,LH Ferguson,0.1666666667,0.3333333333,0.5,0.5,0.6666666667,1,1,6
MK Pandey,B Kumar,0.3333333333,0.5,1,1,1,1,0.6666666667,6
NV Ojha,CR Woakes,0.1666666667,0.6666666667,1,1,1,1,1,6
SW Billings,KC Cariappa,0.1666666667,0.8333333333,1,1,1,1,1,6
HM Amla,Z Khan,0.3333333333,0.6666666667,0.6666666667,0.6666666667,1,1,1,6
DA Miller,CH Morris,0.3333333333,0.8333333333,1,1,1,1,1,6
DA Miller,CJ Anderson,0.1666666667,0.8333333333,0.8333333333,0.8333333333,1,1,0.8333333333,6
AR Patel,CH Morris,0.5,0.8333333333,1,1,1,1,0.8333333333,6
JC Buttler,MM Patel,0.6666666667,0.8333333333,0.8333333333,0.8333333333,1,1,0.8333333333,6
RG Sharma,AJ Tye,0,1,1,1,1,1,1,6
RG Sharma,Basil Thampi,0.1666666667,1,1,1,1,1,1,6
AB de Villiers,DT Christian,0.6666666667,1,1,1,1,1,1,6
SR Watson,Imran Tahir,0.5,1,1,1,1,1,1,6
RR Pant,SP Narine,0,0.8333333333,0.8333333333,0.8333333333,1,1,1,6
RR Pant,UT Yadav,0.1666666667,0.1666666667,0.1666666667,0.1666666667,0.5,1,1,6
YK Pathan,Z Khan,0.1666666667,0.5,0.5,0.6666666667,0.8333333333,1,1,6
SA Yadav,PJ Cummins,0.5,0.8333333333,1,1,1,1,0.8333333333,6
S Dhawan,Sandeep Sharma,0.3333333333,0.6666666667,0.8333333333,0.8333333333,1,1,1,6
M Vohra,BB Sran,0.1666666667,0.3333333333,0.5,0.5,0.8333333333,1,1,6
RA Jadeja,TM Head,0,0.8333333333,1,1,1,1,0.8333333333,6
SV Samson,S Kaul,0.3333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,1,1,6
SE Marsh,SL Malinga,0.5,1,1,1,1,1,1,6
AR Patel,JJ Bumrah,0.5,1,1,1,1,1,1,6
AR Patel,SL Malinga,0.1666666667,0.5,1,1,1,1,1,6
JC Buttler,AR Patel,0.1666666667,0.6666666667,0.8333333333,0.8333333333,0.8333333333,1,1,6
SP Narine,P Kumar,0.5,0.5,0.5,0.5,1,1,1,6
G Gambhir,SK Raina,0.3333333333,1,1,1,1,1,1,6
MK Pandey,RA Jadeja,0.3333333333,0.8333333333,1,1,1,1,1,6
AJ Finch,Shakib Al Hasan,0.3333333333,0.5,0.5,0.5,0.8333333333,1,1,6
AJ Finch,SP Narine,0.3333333333,0.3333333333,0.5,0.5,0.8333333333,1,1,6
SK Raina,NM Coulter-Nile,0.1666666667,0.5,0.5,0.5,0.8333333333,1,1,6
HH Pandya,CH Morris,0.1666666667,0.8333333333,0.8333333333,0.8333333333,0.8333333333,1,0.8333333333,6
K Rabada,HH Pandya,0.1666666667,0.6666666667,0.8333333333,0.8333333333,1,1,1,6
KS Williamson,DT Christian,0.3333333333,0.5,1,1,1,1,0.8333333333,6
MC Henriques,JD Unadkat,0.1666666667,0.5,0.5,0.5,0.6666666667,1,1,6
MK Tiwary,B Kumar,0,0.6666666667,0.6666666667,0.6666666667,1,1,0.8333333333,6
SE Marsh,NB Singh,0.5,0.8333333333,0.8333333333,0.8333333333,1,1,1,6
GJ Maxwell,Basil Thampi,0,0.8333333333,0.8333333333,0.8333333333,0.8333333333,1,1,6
BB McCullum,Sandeep Sharma,0.6666666667,0.6666666667,0.8333333333,0.8333333333,1,1,0.8333333333,6
AJ Finch,MM Sharma,0.5,0.6666666667,1,1,1,1,0.8333333333,6
SK Raina,KC Cariappa,0.1666666667,0.6666666667,0.8333333333,0.8333333333,1,1,1,6
SK Raina,AR Patel,0.3333333333,0.8333333333,1,1,1,1,0.8333333333,6
KD Karthik,MP Stoinis,0.1666666667,0.5,0.8333333333,0.8333333333,1,1,1,6
KD Karthik,Sandeep Sharma,0.1666666667,0.6666666667,0.6666666667,0.6666666667,1,1,1,6
Basil Thampi,T Natarajan,0.6666666667,1,1,1,1,1,1,6
MK Pandey,YS Chahal,0.1666666667,1,1,1,1,1,0.8333333333,6
CH Gayle,NM Coulter-Nile,0.8333333333,1,1,1,1,1,1,6
KM Jadhav,NM Coulter-Nile,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,1,0.8333333333,6
SPD Smith,Harbhajan Singh,0.3333333333,1,1,1,1,1,0.8333333333,6
AM Rahane,C de Grandhomme,0.1666666667,1,1,1,1,1,1,6
